App,ID,Author,Date,Rating,Helpful Count,Review,,,,
,1151,keith wall,7-Mar-19,1,6," Crashes Constantly. If your entry is only short you'll be fine but a long entry with multiple pictures and it crashes to the point you cannot use the app. I'm doing a travel blog currently and do the initial set up of each update in the app then have to use the website which I find also has problems...Full ReviewCrashes Constantly. If your entry is only short you'll be fine but a long entry with multiple pictures and it crashes to the point you cannot use the app. I'm doing a travel blog currently and do the initial set up of each update in the app then have to use the website which I find also has problems when using Chrome as the down arrows on Widgets don't work. So I'm toggling between the app, Chrome and Firefox. Yes, it really is fun. NOT. Please sort this out ASAP WordPress.",,,,
,1152,Herdina Primasanti,3-Apr-19,4,0," I like how WordPress keep improving each day, but I miss the old days when the devs offer various themes (from the clean and elegant look to unique themes like Chalkboard) to basic users like me. It's quite sad that these unique themes are no longer available (or if they're still available, you have...Full ReviewI like how WordPress keep improving each day, but I miss the old days when the devs offer various themes (from the clean and elegant look to unique themes like Chalkboard) to basic users like me. It's quite sad that these unique themes are no longer available (or if they're still available, you have to upgrade your site to business in order to be able to modify the CSS/HTML). Besides, I don't know why ""justify"" for paragraph is no longrr available on the newest block editor?",,,,
,1153,A Google user,13-Jan-19,1,5," I wanted to like this app so much. It would have been useful. Unfortunately, in the two weeks since installing it, it has crashed twice. Both times losing multiple blog post drafts in the process. Losing local drafts to get a message which says, ""Posts couldn't be refreshed at this time."" Lost posts...Full ReviewI wanted to like this app so much. It would have been useful. Unfortunately, in the two weeks since installing it, it has crashed twice. Both times losing multiple blog post drafts in the process. Losing local drafts to get a message which says, ""Posts couldn't be refreshed at this time."" Lost posts, lost time. Very frustrating to say the least.",,,,
,1154,Keerthu Krish,31-Aug-20,4,0, Best app for blogging,,,,
,1155,3 Days in London,18-Nov-19,4,1, I have used wordpress for years and really love it. There are quite a few little annoying quirks and it drives me insane when the developers make changes to the format that doesn't (in my opinion) improve the blogging experience and you have to start looking for the features that are now in a differ...Full ReviewI have used wordpress for years and really love it. There are quite a few little annoying quirks and it drives me insane when the developers make changes to the format that doesn't (in my opinion) improve the blogging experience and you have to start looking for the features that are now in a different place. But overall wordpress is excellent and I wouldn't use anything else. I've rated it 4 stars because of the annoying quirks.,,,,
,1156,David Griffiths,18-Apr-19,3,2," App is much better since I last used it. Though, locating a specific post is tricky and time consuming (unless it's a recent post). The list will not show old posts unless you reload and continuously scroll to the bottom. Then repeat said process. I have hundreds of posts and finding one from a few ...Full ReviewApp is much better since I last used it. Though, locating a specific post is tricky and time consuming (unless it's a recent post). The list will not show old posts unless you reload and continuously scroll to the bottom. Then repeat said process. I have hundreds of posts and finding one from a few years back is simply not worth doing with the app (even though I know the date and title). A search filter would be nice.",,,,
,1157,valerye sanders,7-Jun-20,5,0, A great and wonderful app.,,,,
,1158,Esther Iyare,16-Aug-20,4,0, It's not optimised for my device,,,,
,1159,Nnenna Abigail Mba,24-May-19,3,12," I've been on an unending search for a platform to express my thoughts (blog) WordPress gives me an easy to write, edit and share options. it's amazing, I got a free domain and beautiful website ( still working to make it look better) it's been a great experience. My only challenge is that I can't co...Full ReviewI've been on an unending search for a platform to express my thoughts (blog) WordPress gives me an easy to write, edit and share options. it's amazing, I got a free domain and beautiful website ( still working to make it look better) it's been a great experience. My only challenge is that I can't complete edit started on my laptop from my phone.",,,,
,1160,De-Graft Ofosu Boateng,11-Apr-20,2,1, I think the app needs a lot of improvement on its general appearance and in the ease of usage. I still prefer using the regular internet browsers even though I have the app.,,,,
,1161,Acme Fixer,30-Sep-19,4,8," I've been using this since 2012. This version has something weird happening when I try to select categories. Strange things happen, causing frustration. If I select a category, it doesn't show a check mark. If I go to deselect uncategorized, it erases all of the categories. I noticed a very faint ch...Full ReviewI've been using this since 2012. This version has something weird happening when I try to select categories. Strange things happen, causing frustration. If I select a category, it doesn't show a check mark. If I go to deselect uncategorized, it erases all of the categories. I noticed a very faint check mark when I switch off a category. The problem seems to be the check mark is white on a white background so it can't be seen.",,,,
,1162,Kelvin Maina,30-Jun-20,5,0, I give it 5 stars....its a good one.....its really amazing.i make my personal documents and can refer people to use the sites....which i intend them to use..Thanks to the developer and good ooh,,,,
,1163,Alexis Chateau,21-May-19,5,7," More a 4.5 than a full 5, but I do love the app. I don't use it for writing, but it is a great way to keep up with other bloggers you follow without needing to use a desktop or laptop. The annoying thing about it for writing is that I justify my text and once you open a post to edit it via the app, ...Full ReviewMore a 4.5 than a full 5, but I do love the app. I don't use it for writing, but it is a great way to keep up with other bloggers you follow without needing to use a desktop or laptop. The annoying thing about it for writing is that I justify my text and once you open a post to edit it via the app, for some reason it left justifies everything. When I want to use my phone for actual blogging, I sign in via my mobile Chrome browser.",,,,
,1164,Wise Heart,24-May-20,1,0," Uninstalled because WHY you need my phone number for the app to work???? WordPress, that may be Google, but still it says the app won't work properly unless I give it permission to have access to my phone. Something I INSIST, IS TOTALLY UNNECESSARY AND INTRUSIVE.",,,,
